Date,S,I,R,D,p_SI,p_IR,p_ID
2021-03-08,263798964,145628,1203381,37547,2.613353705210154e-05,0.0599129288323674,0.0019295739830252423
2021-03-09,263792575,144311,1210877,37757,2.4219787080815297e-05,0.05194337230010186,0.0014551905260167277
2021-03-10,263786942,144213,1216433,37932,2.135435498547157e-05,0.03852634644588213,0.0012134828344185337
2021-03-11,263781798,141070,1224603,38049,1.9500966476845382e-05,0.057914510526688875,0.0008293754873467073
2021-03-12,263775386,140451,1231454,38229,2.430856076919929e-05,0.048778577582217285,0.0012815857487664738
2021-03-13,263770779,138942,1237470,38329,1.746592256149799e-05,0.04329864259907012,0.0007197247772451814
2021-03-14,263766065,137912,1243117,38426,1.7871897205578738e-05,0.04094640060328325,0.0007033470618945415
2021-03-15,263760476,136524,1249947,38573,2.1189679684988132e-05,0.050027833933960326,0.00107673376109695
2021-03-16,263755062,134042,1257663,38753,2.0526620262552535e-05,0.05756404708971815,0.001342862684830128
2021-03-17,263748237,131695,1266673,38915,2.5876950222040725e-05,0.06841565739018186,0.0012301150385360113
2021-03-18,263741667,131753,1272958,39142,2.491073964433538e-05,0.047702898605724346,0.0017229209202067506
2021-03-19,263735388,131828,1278965,39339,2.3807954054311438e-05,0.045566950875383073,0.001494371453712413
2021-03-20,263729732,131616,1284725,39447,2.1446197806775914e-05,0.0437636761487965,0.0008205689277899343
2021-03-21,263725336,129844,1290790,39550,1.666885732965755e-05,0.04670989803148393,0.0007932596038322911
2021-03-22,263719592,128250,1297967,39711,2.1780710171885903e-05,0.05596101364522417,0.0012553606237816763
2021-03-23,263714295,126439,1304921,39865,2.0086131470423324e-05,0.05499885320193928,0.0012179786300113098
2021-03-24,263709068,123926,1312543,39983,1.982108556084996e-05,0.06150444620176557,0.0009521811403579556
2021-03-25,263702961,125279,1317199,40081,2.315863264045791e-05,0.03716504761372616,0.0007822540090517964
2021-03-26,263697979,124497,1322878,40166,1.8892825871828165e-05,0.04561555700137353,0.0006827473754387656
2021-03-27,263693518,124517,1327121,40364,1.6917366925947723e-05,0.034075668382630486,0.001590144317643374
2021-03-28,263689435,124236,1331400,40449,1.54841243449894e-05,0.034442512637238805,0.0006841817186644773
2021-03-29,263684427,123694,1336818,40581,1.8992399577696713e-05,0.04380163952980743,0.001067149578799295
2021-03-30,263679745,122326,1342695,40754,1.7756388531094793e-05,0.04804375194153328,0.001414253715481582
2021-03-31,263673808,122524,1348330,40858,2.2516457152240165e-05,0.04599098952042049,0.0008488132937220463
2021-04-01,263667666,121222,1355578,41054,2.3294475553934625e-05,0.059791127023147615,0.001616868225239643
2021-04-02,263662341,121011,1361017,41151,2.0196285824527364e-05,0.04494632719339564,0.0008015800216509243
2021-04-03,263657996,120068,1366214,41242,1.6479682262319858e-05,0.04328380584335543,0.0007579038544824599
2021-04-04,263651265,116709,1375877,41669,2.5529936296721353e-05,0.08279567128499088,0.0036586724245773676
2021-04-05,263647553,114475,1381677,41815,1.4079402436175843e-05,0.050666084297881636,0.0012753876392225378
2021-04-06,263643004,114566,1385973,41977,1.725439298969602e-05,0.037498036066546794,0.0014140320863083287
2021-04-07,263638144,113570,1391742,42064,1.8434358269492293e-05,0.050796865369375714,0.0007660473716650524
2021-04-08,263632640,111271,1399382,42227,2.0877536256512093e-05,0.06866119653818156,0.0014648920203826693
2021-04-09,263627375,110138,1405659,42348,1.997137057560885e-05,0.05699213713704625,0.0010986217291034885
2021-04-10,263622652,111137,1409288,42443,1.7915759378674333e-05,0.032653391759719985,0.0008548008314062823
2021-04-11,263618525,109958,1414507,42530,1.565519722106024e-05,0.04746357700212808,0.0007912111897269866
2021-04-12,263613696,109372,1419796,42656,1.8318471586544578e-05,0.048357897816625826,0.0011520315985809897
2021-04-13,263607994,108599,1426145,42782,2.1630603508936074e-05,0.058462785108518496,0.0011602316780080849
2021-04-14,263602338,108384,1431892,42906,2.1456562346575243e-05,0.053024431650428104,0.001144080307056392
2021-04-15,263596161,108032,1438254,43073,2.3433573450259772e-05,0.05888995853080569,0.00154583827014218
2021-04-16,263590798,107297,1444229,43196,2.0345930285472258e-05,0.05568655228011967,0.0011463507833397019
2021-04-17,263585757,106243,1450192,43328,1.912470558870144e-05,0.05612605065745508,0.0012424347957041876
2021-04-18,263581172,105859,1455065,43424,1.7395020915985607e-05,0.04603293059635931,0.0009068666811513428
2021-04-19,263576220,104319,1461414,43567,1.87877343411329e-05,0.060861396294059567,0.0013707953488817952
2021-04-20,263570671,102930,1468142,43777,2.1053177043359275e-05,0.06536481103662684,0.0020402215097639173
2021-04-21,263564951,101106,1475456,44007,2.1702430381192832e-05,0.07233992047949676,0.002274840266650842
2021-04-22,263558708,101191,1481449,44172,2.3687322067157803e-05,0.05922463460189147,0.001630579794645769
2021-04-23,263553272,100533,1487369,44346,2.0625811088393545e-05,0.05888613689037431,0.0017307749694130286
2021-04-24,263548728,99970,1492322,44500,1.7241593364852058e-05,0.04954486345903771,0.0015404621386415924
2021-04-25,263544326,100474,1496126,44594,1.6703072560173425e-05,0.03786054103549177,0.0009355654199096284
2021-04-26,263538382,100652,1501715,44771,2.2554589410813032e-05,0.055527957715693674,0.0017585343559988872
2021-04-27,263533726,100256,1506599,44939,1.7667567907418424e-05,0.04871528886051708,0.0016757101819342482
2021-04-28,263528485,100502,1511417,45116,1.9887793154504722e-05,0.047939344490656906,0.0017611589819108077
2021-04-29,263522652,100102,1517432,45334,2.213471956103417e-05,0.06008870951629338,0.002177778665760924
2021-04-30,263517152,100213,1522634,45521,2.0871506686593213e-05,0.05190943290790616,0.001866025365970483
2021-05-01,263512640,100250,1526978,45652,1.71225182974145e-05,0.04333167082294264,0.0013067331670822942
2021-05-02,263508246,100760,1530718,45796,1.6674999992220357e-05,0.03711790393013101,0.0014291385470424772
2021-05-03,263503516,100564,1535491,45949,1.7950424615966034e-05,0.04746231255717752,0.0015214191957360487
2021-05-04,263499147,99087,1541149,46137,1.658069883619016e-05,0.057101335190287324,0.0018973225549264788
2021-05-05,263493862,98217,1547092,46349,2.005739321548219e-05,0.06050887320932222,0.002158485801846931
2021-05-06,263488215,98277,1552532,46496,2.143169856761905e-05,0.05535374502681197,0.0014957721542171616
2021-05-07,263481888,98546,1558423,46663,2.4013035765099726e-05,0.05977918941408073,0.0016946400665678973
2021-05-08,263475758,99003,1563917,46842,2.3265897578326733e-05,0.05549326788077129,0.0018080260194135531
2021-05-09,263471836,98395,1568277,47012,1.48858415363986e-05,0.04431119467452614,0.001727730067584735
2021-05-10,263466945,96742,1574615,47218,1.8563998607111795e-05,0.06551446114407393,0.002129375038762895
2021-05-11,263461924,95924,1580207,47465,1.9057782330626266e-05,0.05829615111963638,0.002574955172845169
2021-05-12,263457316,95709,1584878,47617,1.7490499295908716e-05,0.04880418769394728,0.00158814740515521
2021-05-13,263453868,94857,1589079,47716,1.3087680306899119e-05,0.044287717300779066,0.0010436762705967931
2021-05-14,263451235,93576,1592886,47823,9.994259468929801e-06,0.04068350859194665,0.0011434555869026246
2021-05-15,263448850,91636,1597067,47967,9.052990741846092e-06,0.0456261731197346,0.0015714348072809812
2021-05-16,263445770,90800,1600857,48093,1.1691210680664943e-05,0.04174008810572687,0.0013876651982378855
2021-05-17,263441475,89129,1606611,48305,1.6303431340869923e-05,0.06455811239888253,0.002378574874619933
2021-05-18,263437290,87514,1612239,48477,1.5886133660120783e-05,0.06430971044632859,0.0019653998217428067
2021-05-19,263432419,87829,1616603,48669,1.8490510843314238e-05,0.049687460861446674,0.002186066105728176
2021-05-20,263426622,88439,1621572,48887,2.200612814296347e-05,0.05618561946652495,0.0024649758590667013
2021-05-21,263420876,89429,1626142,49073,2.1813001639247453e-05,0.05110199152400228,0.002079862237081931
2021-05-22,263415580,91240,1629495,49205,2.0105112992936864e-05,0.03674923279263481,0.001446733888645331
2021-05-23,263410300,92847,1633045,49328,2.0044774255220846e-05,0.03823494566329553,0.0013247600891789718
2021-05-24,263404393,93393,1638279,49455,2.242559409402105e-05,0.05604274410287709,0.0013598449562601052
2021-05-25,263399333,94486,1642074,49627,1.9210375145483e-05,0.0401646804817645,0.0018203755053658743
2021-05-26,263394299,96187,1645263,49771,1.911203097072348e-05,0.03315416844272095,0.0014970838055038624
2021-05-27,263388021,98405,1649187,49907,2.3835556287504814e-05,0.03987602255982928,0.001382043595345765
2021-05-28,263382159,98704,1654557,50100,2.2256632804046534e-05,0.054405089965958824,0.0019553412222402334
2021-05-29,263375594,99690,1659974,50262,2.4926379473110935e-05,0.05433844919249674,0.0016250376166114956
2021-05-30,263369479,101639,1663998,50404,2.321833199206807e-05,0.03959110184082881,0.0013971015063115536
2021-05-31,263363817,102006,1669119,50578,2.14987771080186e-05,0.050202929239456504,0.001705782012822775
2021-06-01,263358993,101325,1674479,50723,1.8317202481101528e-05,0.052899087095978285,0.0014310387367382185
2021-06-02,263353747,100364,1680501,50908,1.991997478585334e-05,0.060001594197122476,0.0018432904228607868
2021-06-03,263348394,94438,1691593,51095,2.0326685569231154e-05,0.11745272030326775,0.001980135115101972
2021-06-04,263341908,94773,1697543,51296,2.4629577757900957e-05,0.06278159391387843,0.002120857206166313
2021-06-05,263335314,96973,1701784,51449,2.5040317987886728e-05,0.04373382281666031,0.0015777587575923195
2021-06-06,263329482,98455,1705971,51612,2.2147159352252097e-05,0.0425270428114367,0.001655578690772434
2021-06-07,263322489,99663,1711565,51803,2.655678983803013e-05,0.05612915525320329,0.0019164584650271414
2021-06-08,263316195,99963,1717370,51992,2.390282147286839e-05,0.0580714864499865,0.0018906995588367696
2021-06-09,263308470,101635,1723253,52162,2.9338213085207627e-05,0.05788360308948689,0.0016726521375510404
2021-06-10,263299578,104655,1728914,52373,3.377141759034646e-05,0.054092016626057046,0.0020161482967846734
2021-06-11,263291495,106315,1735144,52566,3.0699814287582667e-05,0.058599445045384,0.0018153600150496167
2021-06-12,263284030,108324,1740436,52730,2.8353409813728543e-05,0.04885343968095713,0.0015139765887522618
2021-06-13,263274162,113388,1745091,52879,3.748183993839851e-05,0.041053727025787565,0.0013140720358415354
2021-06-14,263265973,115197,1751234,53116,3.11054250827926e-05,0.05332604147677457,0.0020573452433657125
2021-06-15,263257812,116787,1757641,53280,3.1000029735110005e-05,0.05486055811006362,0.0014042658857578326
2021-06-16,263247868,120306,1763870,53476,3.7774285032386285e-05,0.051776303758748525,0.0016291789270693065
2021-06-17,263235244,125303,1771220,53753,4.795710410267099e-05,0.05865781346017254,0.0022106414052337135
2021-06-18,263222254,130096,1779127,54043,4.934993072432242e-05,0.060778194564014267,0.002229123109088673
2021-06-19,263209348,135738,1786143,54291,4.9033212908532414e-05,0.05168781034050892,0.0018270491682506004
2021-06-20,263195611,142719,1792528,54662,5.219311958815301e-05,0.04473826189925658,0.002599513729776694
2021-06-21,263181075,147728,1801761,54956,5.523193489501477e-05,0.0625,0.0019901440485216074
2021-06-22,263167407,152686,1810136,55291,5.193652267128961e-05,0.05485113238934807,0.002194045295573923
2021-06-23,263152099,160524,1817303,55594,5.817168116147156e-05,0.044647529341406894,0.0018875682140988264
2021-06-24,263131525,171542,1826504,55949,7.818903493224539e-05,0.05363701017826538,0.002069464037961549
2021-06-25,263112653,181435,1835061,56371,7.172593102164493e-05,0.04716289580290462,0.002325901838123846
2021-06-26,263091558,194776,1842457,56729,8.018121204786054e-05,0.037971824044030066,0.0018380087895839322
2021-06-27,263070216,207685,1850481,57138,8.1126629705584e-05,0.03863543346895539,0.0019693285504489974
2021-06-28,263049522,218476,1859961,57561,7.866959743040323e-05,0.04339149380252293,0.0019361394386568777
2021-06-29,263029055,228835,1869606,58024,7.781269639584113e-05,0.042148272772958684,0.0020232918915375707
2021-06-30,263007248,239368,1880413,58491,8.291406478653394e-05,0.04514805654891214,0.0019509708900103606
2021-07-01,262982412,253826,1890287,58995,9.443977569115915e-05,0.03890066423455438,0.0019856121910284998
2021-07-02,262956582,267539,1901865,59534,9.822914415582113e-05,0.04327593360220379,0.002014659544963538
2021-07-03,262928669,281677,1915147,60027,0.00010616187312765045,0.04715329970143107,0.0017502316483063935
2021-07-04,262901436,295228,1928274,60582,0.0001035863493723937,0.044463939734713506,0.0018799029902312788
2021-07-05,262871691,309999,1942690,61140,0.00011315406344002253,0.04650337581734135,0.0018000058064703436
2021-07-06,262840502,324597,1958553,61868,0.00011866131651201914,0.04886982935763424,0.00224278104850014
2021-07-07,262806123,343101,1973388,62908,0.000130815064761638,0.04323799697465178,0.0030311774084016076
2021-07-08,262767732,359455,1994573,63760,0.00014610241412746982,0.05893644545214283,0.0023702549693285667
2021-07-09,262729608,367733,2023548,64631,0.00014510736072045598,0.07879358121245578,0.0023685663239361165
2021-07-10,262694514,373440,2052109,65457,0.00013359243581310571,0.07648082690659812,0.002211868037703513
2021-07-11,262658317,376015,2084724,66464,0.00013781021828446422,0.08673856096166377,0.0026780846508782895
2021-07-12,262617890,380797,2119478,67355,0.0001539384845411712,0.09126647531361855,0.0023398293578993533
2021-07-13,262569991,407709,2139601,68219,0.00018242374087600895,0.04935628107302022,0.0021191585174720204
2021-07-14,262515474,443473,2157363,69210,0.00020767156758157425,0.040052043754636696,0.0022346343520349603
2021-07-15,262458717,480199,2176412,70192,0.00021625115236694538,0.03966897057261677,0.002044985516421317
2021-07-16,262404717,504915,2204491,71397,0.00020578898358751684,0.05561134052266223,0.0023865403087648417
2021-07-17,262352765,527872,2232394,72489,0.0001980234513632818,0.05285940531037828,0.002068683317167798
2021-07-18,262308044,542236,2261658,73582,0.00017049038724866554,0.05396912045677528,0.0020157274692200445
2021-07-19,262273787,542938,2293875,74920,0.00013061541678200574,0.059338266984443895,0.0024643697807116096
2021-07-20,262235462,550192,2323666,76200,0.00014614728194160102,0.05414655247622648,0.00232646058103353
2021-07-21,262201690,549694,2356553,77583,0.00012880161069900046,0.05982783148442588,0.002515945234985283
2021-07-22,262152181,561384,2392923,79032,0.0001888559531000049,0.0647863138244054,0.0025811209439528023
2021-07-23,262103110,569901,2431911,80598,0.0001872202126865263,0.06841188206372686,0.0027478456784599432
2021-07-24,262057694,574135,2471678,82013,0.00017330534855427676,0.06926419744485182,0.002464577146489937
2021-07-25,262019015,573908,2509318,83279,0.00014761905734207877,0.06558542484161224,0.0022059284763411556
2021-07-26,261990787,560275,2549692,84766,0.00010774424674711939,0.07206104145285797,0.0026540538128597565
2021-07-27,261945584,556281,2596820,86835,0.00017256637546521876,0.08471977292052038,0.003719343281542961
2021-07-28,261897793,558392,2640676,88659,0.00018247958278900045,0.07853980716056104,0.003266522443014943
2021-07-29,261854314,554484,2686170,90552,0.0001660427102988267,0.0820474531275925,0.00341398489406367
2021-07-30,261813146,549343,2730720,92311,0.00015724191328421683,0.08109687390209759,0.00320200676080336
2021-07-31,261775862,545447,2770092,94119,0.0001424271883402298,0.07218299853147969,0.0033147125201898626
2021-08-01,261745124,535135,2809538,95723,0.00011743485238716424,0.07371224083642446,0.0029973744942864886
2021-08-02,261722720,523164,2842345,97291,8.56020447899976e-05,0.0627088255308087,0.002997148121812663
2021-08-03,261688820,524142,2873669,98889,0.0001295431726888447,0.0597624307916557,0.003048792121219059
2021-08-04,261652953,524011,2907920,100636,0.00013707852171651204,0.0653631316899836,0.003333899479209406
2021-08-05,261617189,518310,2947646,102375,0.00013670355582025615,0.0766452509116166,0.0033551349578437614
2021-08-06,261577657,507375,2996478,104010,0.00015112911574095183,0.09624439517122443,0.003222468588322247
2021-08-07,261545904,497824,3036194,105598,0.00012140507465182862,0.07977919907437167,0.0031898823680658224
2021-08-08,261519489,474233,3084702,107096,0.00010100585658455459,0.10228727229020333,0.0031587848167461984
2021-08-09,261498780,448508,3129661,108571,7.919348610345333e-05,0.10024124430333461,0.003288681584274974
2021-08-10,261466699,437055,3171147,110619,0.00012269631323107803,0.09492169177792269,0.004685909096109185
2021-08-11,261436074,426170,3211078,112198,0.00011714144697567636,0.09369735082244175,0.00370509421123026
2021-08-12,261411365,412776,3247715,113664,9.45215216637578e-05,0.08875758280520185,0.003551563075372599
2021-08-13,261380577,400129,3289718,115096,0.00011778993050428532,0.10497364599916527,0.0035788458222223334
2021-08-14,261351979,395577,3321598,116366,0.00010942331529083237,0.08059113649175761,0.0032105001049100427
2021-08-15,261331166,384807,3351959,117588,7.964224213502342e-05,0.07889929237254,0.0031756179071586537
2021-08-16,261313782,371021,3381884,118833,6.652538517849778e-05,0.08065581193517347,0.003355605208330526
2021-08-17,261293041,358357,3414109,120013,7.937830996425198e-05,0.08992429337225169,0.0032928057774788827
2021-08-18,261277273,343203,3443903,121141,6.034968070108417e-05,0.08681159546973657,0.0032866845569531735
2021-08-19,261255220,334752,3472915,122633,8.441171051051153e-05,0.08666714463244432,0.004457030876589236
2021-08-20,261235216,327286,3499037,123981,7.657466824840338e-05,0.0798139853217064,0.0041187218518360085
2021-08-21,261218472,319658,3522048,125342,6.409960165451086e-05,0.0719863103692071,0.004257675390573676
2021-08-22,261206064,306760,3546324,126372,4.7502725664133126e-05,0.07913678445690442,0.003357673751466945
2021-08-23,261196460,290764,3571082,127214,3.676925789882451e-05,0.08514809261118983,0.002895819289870823
2021-08-24,261177354,273750,3606164,128252,7.315335616731916e-05,0.12815342465753424,0.0037917808219178084
2021-08-25,261158683,257677,3639867,129293,7.14929321342917e-05,0.13079553083899612,0.004039941477120581
2021-08-26,261141784,243588,3669966,130182,6.471197271134518e-05,0.12356520025617025,0.0036496050708573493
2021-08-27,261129166,236317,3689256,130781,4.8320914102716506e-05,0.08162764422364874,0.0025347308911335196
2021-08-28,261119116,227182,3707850,131372,3.8488181769120265e-05,0.08184627303219445,0.0026014384942469036
2021-08-29,261111689,217590,3724318,131923,2.8443766835731357e-05,0.07568362516659773,0.00253228549106117
2021-08-30,261106253,203060,3743716,132491,2.081911075488491e-05,0.0955284152467251,0.002797202797202797
2021-08-31,261095719,196281,3760497,133023,4.034535702211188e-05,0.08549477534758841,0.0027103998858778997
2021-09-01,261085382,189571,3776891,133676,3.9592411956637236e-05,0.08647947207115013,0.003444619693940529
2021-09-02,261076427,176638,3798099,134356,3.430030088469075e-05,0.12006476522605555,0.003849681269036108
2021-09-03,261068630,168317,3813643,134930,2.9865710024218537e-05,0.09234955470926882,0.0034102318838857633
2021-09-04,261061903,160699,3827449,135469,2.576783484183826e-05,0.085912171202061,0.0033540967896502154
2021-09-05,261056500,155519,3837640,135861,2.0696669111858927e-05,0.06552897073669456,0.002520592339199712
2021-09-06,261052087,146271,3850689,136473,1.6904672361420347e-05,0.08921112182182388,0.00418401460303136
2021-09-07,261044886,138630,3864848,137156,2.7585294277705175e-05,0.10213517997547428,0.0049267835244896484
2021-09-08,261038155,132823,3876760,137782,2.578550250632901e-05,0.08968326268793808,0.004713039157374852
2021-09-09,261032165,127829,3887410,138116,2.294736359406129e-05,0.08331442786848055,0.002612865625171127
2021-09-10,261026789,118534,3901766,138431,2.0595587221509284e-05,0.12111292962356793,0.0026574653685862283
2021-09-11,261021788,115679,3909352,138701,1.9159320140738596e-05,0.06557802194002368,0.002334045073003743
2021-09-12,261018009,109869,3918753,138889,1.4477928226017539e-05,0.08556553713968454,0.001711128707824773
2021-09-13,261015432,99696,3931227,139165,9.872979464294663e-06,0.1251203659123736,0.0027684159845931633
2021-09-14,261011304,92328,3942473,139415,1.5815406983292953e-05,0.12180486959535569,0.002707737631054501
2021-09-15,261007356,84963,3953519,139682,1.5126010471520964e-05,0.13000953356166803,0.003142544401680732
2021-09-16,261004211,73238,3968152,139919,1.2049614019445839e-05,0.19980064993582566,0.0032360250143368195
2021-09-17,261000376,68942,3976064,140138,1.4693465422440618e-05,0.11476313422877202,0.0031765832148762728
2021-09-18,260996991,65066,3983140,140323,1.2969498180919642e-05,0.1087511142532198,0.0028432668367503766
2021-09-19,260994757,60969,3989326,140468,8.559558918649082e-06,0.10146139841558825,0.002378257803145861
2021-09-20,260992825,55936,3996125,140634,7.402502348484101e-06,0.12154962814645309,0.0029676773455377574
2021-09-21,260989562,52447,4002706,140805,1.2502415709636694e-05,0.12547905504604648,0.003260434343241749
2021-09-22,260986842,49662,4008062,140954,1.042198135030884e-05,0.10784905964318794,0.0030002819056824132
2021-09-23,260983961,47997,4012448,141114,1.1038992545599383e-05,0.09138071129445591,0.0033335416796883136
2021-09-24,260981404,45803,4017055,141258,9.7976329378625e-06,0.10058293124904483,0.0031438988712529747
2021-09-25,260979267,44071,4020801,141381,8.188389922943572e-06,0.08499920582696104,0.002790950965487509
2021-09-26,260977507,42769,4023777,141467,6.743876206925373e-06,0.06958310926138091,0.0020108022165587222
2021-09-27,260976117,40270,4027548,141585,5.326157872139695e-06,0.09364291035510305,0.002930221008194686
2021-09-28,260974060,38652,4031099,141709,7.882009422698946e-06,0.09187105453792818,0.003208113422332609
2021-09-29,260972106,37412,4034176,141826,7.487390242388587e-06,0.08224633807334546,0.0031273388217684167
2021-09-30,260970416,36141,4037024,141939,6.475829812065748e-06,0.07880246811100966,0.0031266428709775603
2021-10-01,260968792,34867,4039835,142026,6.222966307787484e-06,0.0806206441621017,0.0024951960306306823
2021-10-02,260967378,33812,4042215,142115,5.41830174651178e-06,0.0703892109310304,0.002632201585236011
2021-10-03,260966236,32876,4044235,142173,4.376045029825238e-06,0.061442997931621855,0.001764204891105974
2021-10-04,260965314,31054,4046891,142261,3.5330365781867854e-06,0.08552843434018162,0.0028337734269337283
2021-10-05,260963910,29823,4049449,142338,5.380054276470643e-06,0.08577272574858331,0.0025818998759346815
2021-10-06,260962426,28381,4052300,142413,5.686642413417785e-06,0.100454529438709,0.0026426130157499736
2021-10-07,260961033,27747,4054246,142494,5.33796170250445e-06,0.07013370814862868,0.0029192345118391177
2021-10-08,260959649,25551,4057760,142560,5.303501921862257e-06,0.13752886384094556,0.002583069155806035
2021-10-09,260958482,25159,4059267,142612,4.471975737504482e-06,0.05989904209229301,0.0020668548034500577
2021-10-10,260957588,24430,4060851,142651,3.4258440494169497e-06,0.06483831354891527,0.0015963978714695047
2021-10-11,260956968,22541,4063295,142716,2.3758706454621286e-06,0.10842464841843752,0.002883634266447806
2021-10-12,260955707,21625,4065425,142763,4.832237679323871e-06,0.0984971098265896,0.0021734104046242774
2021-10-13,260954474,20551,4067684,142811,4.724962102010177e-06,0.10992165831346407,0.0023356527662887453
2021-10-14,260953421,19852,4069399,142848,4.035202895462328e-06,0.08638928067700988,0.0018637920612532743
2021-10-15,260952506,19318,4070807,142889,3.5063851810643274e-06,0.07288539186251165,0.0021223729164509784
2021-10-16,260951509,18746,4072332,142933,3.820633204309234e-06,0.08135068814680466,0.002347167395711085
2021-10-17,260950762,18388,4073418,142952,2.8626090005439416e-06,0.059060256689145094,0.0010332825755927778
2021-10-18,260950136,17374,4075011,142999,2.39892574725464e-06,0.0916887302866352,0.002705191665707379
2021-10-19,260949233,16697,4076541,143049,3.460443204291771e-06,0.09163322752590286,0.002994549919147152
2021-10-20,260948319,16376,4077748,143077,3.502609265706747e-06,0.07370542256961407,0.001709819247679531
2021-10-21,260947686,15594,4079120,143120,2.425773570569237e-06,0.08798255739386944,0.002757470822111068
2021-10-22,260946926,15090,4080351,143153,2.9124696414319897e-06,0.08157720344599072,0.002186878727634195
2021-10-23,260946124,14803,4081417,143176,3.0734313570413486e-06,0.0720124299128555,0.0015537391069377828
2021-10-24,260945501,14360,4082454,143205,2.387471704292767e-06,0.07221448467966574,0.00201949860724234
2021-10-25,260945041,13554,4083690,143235,1.7628233065367967e-06,0.09119079238601151,0.002213368747233289
2021-10-26,260944430,12989,4084831,143270,2.341494700614993e-06,0.0878435599353299,0.0026945877280776043
2021-10-27,260943711,12735,4085775,143299,2.7553835164090236e-06,0.07412642324303102,0.0022771888496270123
2021-10-28,260942988,12440,4086759,143333,2.77072016972535e-06,0.07909967845659165,0.002733118971061093
2021-10-29,260942305,12414,4087440,143361,2.6174368314865616e-06,0.05485741904301595,0.002255517963589496
2021-10-30,260941685,12309,4088138,143388,2.376009796978202e-06,0.05670647493703794,0.0021935169388252497
2021-10-31,260941162,12318,4088635,143405,2.0042832491103876e-06,0.040347459003084916,0.0013800941711316773
2021-11-01,260940759,11919,4089419,143423,1.5444118486679193e-06,0.06577733031294572,0.0015101938082053865
2021-11-02,260940147,11629,4090287,143457,2.345365429720556e-06,0.07464098374752773,0.0029237251698340356
2021-11-03,260939346,11592,4091101,143481,3.0696788823867136e-06,0.0702208419599724,0.002070393374741201
2021-11-04,260938718,11364,4091938,143500,2.4066953528912488e-06,0.07365364308342133,0.0016719464977120733
2021-11-05,260938200,11215,4092586,143519,1.9851443751815564e-06,0.05777975925100312,0.0016941596076683013
2021-11-06,260937799,10979,4093208,143534,1.5367647061359631e-06,0.05665361144002186,0.0013662446488751253
2021-11-07,260937355,10825,4093795,143545,1.701557831763873e-06,0.05422632794457275,0.0010161662817551962
2021-11-08,260937111,9774,4095078,143557,9.350912143731062e-07,0.13126662574176387,0.0012277470841006752
2021-11-09,260936677,9602,4095663,143578,1.6632387788091592e-06,0.06092480733180587,0.0021870443657571337
2021-11-10,260936197,9537,4096194,143592,1.839530143838189e-06,0.05567788612771312,0.0014679668658907413
2021-11-11,260935762,9486,4096664,143608,1.6670769719943562e-06,0.049546700400590345,0.001686696183849884
2021-11-12,260935363,9305,4097224,143628,1.5291143193956428e-06,0.06018269747447609,0.0021493820526598604
2021-11-13,260935004,9197,4097675,143644,1.3758215436668666e-06,0.049037729694465584,0.0017396977275198435
2021-11-14,260934665,9018,4098178,143659,1.299175791763812e-06,0.05577733422044799,0.00166333998669328
2021-11-15,260934444,8522,4098884,143670,8.469560270088376e-07,0.08284440272236564,0.0012907768129547055
2021-11-16,260934097,8339,4099399,143685,1.3298377022762189e-06,0.06175800455690131,0.001798776831754407
2021-11-17,260933575,8390,4099857,143698,2.000509133406845e-06,0.05458879618593564,0.0015494636471990466
2021-11-18,260933175,8315,4100321,143709,1.5329595403114226e-06,0.05580276608538785,0.00132291040288635
2021-11-19,260932815,8154,4100837,143714,1.3796654897545179e-06,0.06328182487122884,0.0006131959774343881
2021-11-20,260932422,8154,4101216,143728,1.5061370947608803e-06,0.04648025508952661,0.0017169487368162864
2021-11-21,260932108,8126,4101547,143739,1.2033781599618242e-06,0.04073344819099188,0.0013536795471326606
2021-11-22,260931922,7965,4101889,143744,7.128296092495728e-07,0.04293785310734463,0.0006277463904582549
2021-11-23,260931528,7916,4102323,143753,1.5099746781078904e-06,0.054825669530065686,0.0011369378473976757
2021-11-24,260931077,7977,4102700,143766,1.7284257788887294e-06,0.04726087501567005,0.001629685345367933
2021-11-25,260930705,8040,4102993,143782,1.4256658678786e-06,0.03644278606965174,0.001990049751243781
2021-11-26,260930252,8093,4103379,143796,1.73609612732831e-06,0.047695539354998144,0.001729890028419622
2021-11-27,260929848,8226,4103639,143807,1.5483088772580744e-06,0.031607099440797475,0.001337223437879893
2021-11-28,260929584,8214,4103914,143808,1.011767220692001e-06,0.03347942537131726,0.00012174336498660823
2021-11-29,260929408,7960,4104333,143819,6.745119354273782e-07,0.05263819095477387,0.0013819095477386936
2021-11-30,260929111,7922,4104657,143830,1.1382401866229483e-06,0.040898762938651856,0.0013885382479171926
2021-12-01,260928833,7883,4104964,143840,1.0654246094757954e-06,0.03894456425218825,0.0012685525815045035
2021-12-02,260928522,7796,4105352,143850,1.1918972966857184e-06,0.049769112365315546,0.0012827090815802976
2021-12-03,260928277,7705,4105680,143858,9.389553436556054e-07,0.042569759896171316,0.0010382868267358857
2021-12-04,260928031,7632,4105994,143863,9.427887032957375e-07,0.04114255765199162,0.0006551362683438155
2021-12-05,260927835,7526,4106292,143867,7.511655473629327e-07,0.039596066967844804,0.0005314908317831517
2021-12-06,260927705,5642,4108297,143876,4.98222294945644e-07,0.3553704360155973,0.0015951790145338532
